Zip Code,Size AGI,Adjusted Gross Income,,,,,
90404,"$50,000 under $75,000",99207,,,,,
90404,"$75,000 under $100,000",78779,,,,,
90404,"$100,000 under $200,000",166095,,,,,
90404,"$200,000 or more",450862,,,,,
90405,"$1 under $25,000",53922,,,,,
90405,"$25,000 under $50,000",113845,,,,,
90405,"$50,000 under $75,000",131145,,,,,
90405,"$75,000 under $100,000",124443,,,,,
90405,"$100,000 under $200,000",323675,,,,,
90405,"$200,000 or more",802499,,,,,
90501,"$1 under $25,000",97996,,,,,
90501,"$25,000 under $50,000",172329,,,,,
90501,"$50,000 under $75,000",156142,,,,,
90501,"$75,000 under $100,000",138743,,,,,
90501,"$100,000 under $200,000",286120,,,,,
90501,"$200,000 or more",158433,,,,,
90502,"$1 under $25,000",38637,,,,,
90502,"$25,000 under $50,000",77328,,,,,
90502,"$50,000 under $75,000",81930,,,,,
90502,"$75,000 under $100,000",68336,,,,,
90502,"$100,000 under $200,000",122276,,,,,
90502,"$200,000 or more",33769,,,,,
90503,"$1 under $25,000",68965,,,,,
90503,"$25,000 under $50,000",150828,,,,,
90503,"$50,000 under $75,000",193331,,,,,
90503,"$75,000 under $100,000",201135,,,,,
90503,"$100,000 under $200,000",549997,,,,,
90503,"$200,000 or more",325920,,,,,
90504,"$1 under $25,000",65611,,,,,
90504,"$25,000 under $50,000",124922,,,,,
90504,"$50,000 under $75,000",148847,,,,,
90504,"$75,000 under $100,000",143499,,,,,
90504,"$100,000 under $200,000",318797,,,,,
90504,"$200,000 or more",86407,,,,,
90505,"$1 under $25,000",60400,,,,,
90505,"$25,000 under $50,000",120512,,,,,
90505,"$50,000 under $75,000",150550,,,,,
90505,"$75,000 under $100,000",159143,,,,,
90505,"$100,000 under $200,000",470868,,,,,
90505,"$200,000 or more",399721,,,,,
90601,"$1 under $25,000",64153,,,,,
90601,"$25,000 under $50,000",127582,,,,,
90601,"$50,000 under $75,000",135479,,,,,
90601,"$75,000 under $100,000",118952,,,,,
90601,"$100,000 under $200,000",224352,,,,,
90601,"$200,000 or more",109171,,,,,
90602,"$1 under $25,000",60164,,,,,
90602,"$25,000 under $50,000",99979,,,,,
90602,"$50,000 under $75,000",75878,,,,,
90602,"$75,000 under $100,000",55397,,,,,
90602,"$100,000 under $200,000",110009,,,,,
90602,"$200,000 or more",45786,,,,,
90603,"$1 under $25,000",34441,,,,,
90603,"$25,000 under $50,000",66358,,,,,
90603,"$50,000 under $75,000",86983,,,,,
90603,"$75,000 under $100,000",91977,,,,,
90603,"$100,000 under $200,000",219806,,,,,
90603,"$200,000 or more",121838,,,,,
90604,"$1 under $25,000",85816,,,,,
90604,"$25,000 under $50,000",154904,,,,,
90604,"$50,000 under $75,000",151407,,,,,
90604,"$75,000 under $100,000",140512,,,,,
90604,"$100,000 under $200,000",223285,,,,,
90604,"$200,000 or more",27011,,,,,
90605,"$1 under $25,000",98135,,,,,
90605,"$25,000 under $50,000",162940,,,,,
90605,"$50,000 under $75,000",143287,,,,,
90605,"$75,000 under $100,000",114549,,,,,
90605,"$100,000 under $200,000",169540,,,,,
90605,"$200,000 or more",147342,,,,,
90606,"$1 under $25,000",80905,,,,,
90606,"$25,000 under $50,000",145131,,,,,
90606,"$50,000 under $75,000",124502,,,,,
90606,"$75,000 under $100,000",84601,,,,,
90606,"$100,000 under $200,000",94542,,,,,
90606,"$200,000 or more",7867,,,,,
90620,"$1 under $25,000",99010,,,,,
90620,"$25,000 under $50,000",178605,,,,,
90620,"$50,000 under $75,000",191334,,,,,
90620,"$75,000 under $100,000",180839,,,,,
90620,"$100,000 under $200,000",296280,,,,,
90620,"$200,000 or more",73295,,,,,
90621,"$1 under $25,000",90485,,,,,
90621,"$25,000 under $50,000",140016,,,,,
90621,"$50,000 under $75,000",107275,,,,,
90621,"$75,000 under $100,000",71167,,,,,
90621,"$100,000 under $200,000",136190,,,,,
90621,"$200,000 or more",74859,,,,,
90623,"$1 under $25,000",28256,,,,,
90623,"$25,000 under $50,000",52769,,,,,
90623,"$50,000 under $75,000",62468,,,,,
90623,"$75,000 under $100,000",66752,,,,,
90623,"$100,000 under $200,000",179381,,,,,
90623,"$200,000 or more",82919,,,,,
90630,"$1 under $25,000",88809,,,,,
90630,"$25,000 under $50,000",175106,,,,,
90630,"$50,000 under $75,000",209143,,,,,
90630,"$75,000 under $100,000",211380,,,,,
90630,"$100,000 under $200,000",516763,,,,,
90630,"$200,000 or more",284066,,,,,
90631,"$1 under $25,000",153291,,,,,
90631,"$25,000 under $50,000",266982,,,,,
90631,"$50,000 under $75,000",248417,,,,,
90631,"$75,000 under $100,000",208614,,,,,
90631,"$100,000 under $200,000",422598,,,,,
90631,"$200,000 or more",351269,,,,,
90638,"$1 under $25,000",88470,,,,,
90638,"$25,000 under $50,000",168172,,,,,
90638,"$50,000 under $75,000",188945,,,,,
90638,"$75,000 under $100,000",197672,,,,,
90638,"$100,000 under $200,000",411477,,,,,
90638,"$200,000 or more",145069,,,,,
90640,"$1 under $25,000",166841,,,,,
90640,"$25,000 under $50,000",269909,,,,,
90640,"$50,000 under $75,000",219214,,,,,
90640,"$75,000 under $100,000",149576,,,,,
90640,"$100,000 under $200,000",203945,,,,,
90640,"$200,000 or more",70146,,,,,
90650,"$1 under $25,000",255606,,,,,
90650,"$25,000 under $50,000",453296,,,,,
90650,"$50,000 under $75,000",387327,,,,,
90650,"$75,000 under $100,000",270627,,,,,
90650,"$100,000 under $200,000",276737,,,,,
90650,"$200,000 or more",30216,,,,,
90660,"$1 under $25,000",164964,,,,,
90660,"$25,000 under $50,000",291594,,,,,
90660,"$50,000 under $75,000",224075,,,,,
90660,"$75,000 under $100,000",148588,,,,,
90660,"$100,000 under $200,000",159586,,,,,
90660,"$200,000 or more",19348,,,,,
90670,"$1 under $25,000",37780,,,,,
90670,"$25,000 under $50,000",71146,,,,,
90670,"$50,000 under $75,000",64263,,,,,
90670,"$75,000 under $100,000",50475,,,,,
90670,"$100,000 under $200,000",63629,,,,,
90670,"$200,000 or more",79794,,,,,
90680,"$1 under $25,000",81685,,,,,
90680,"$25,000 under $50,000",122302,,,,,
90680,"$50,000 under $75,000",101988,,,,,
90680,"$75,000 under $100,000",70080,,,,,
90680,"$100,000 under $200,000",78099,,,,,
90680,"$200,000 or more",11188,,,,,
90701,"$1 under $25,000",42388,,,,,
90701,"$25,000 under $50,000",67098,,,,,
90701,"$50,000 under $75,000",61354,,,,,
90701,"$75,000 under $100,000",40961,,,,,
90701,"$100,000 under $200,000",59771,,,,,
90701,"$200,000 or more",23094,,,,,
90703,"$1 under $25,000",85785,,,,,
90703,"$25,000 under $50,000",174734,,,,,
90703,"$50,000 under $75,000",207316,,,,,
90703,"$75,000 under $100,000",220107,,,,,
90703,"$100,000 under $200,000",612865,,,,,
90703,"$200,000 or more",366661,,,,,
90706,"$1 under $25,000",187080,,,,,
90706,"$25,000 under $50,000",331946,,,,,
90706,"$50,000 under $75,000",260005,,,,,
90706,"$75,000 under $100,000",181202,,,,,
90706,"$100,000 under $200,000",240722,,,,,
90706,"$200,000 or more",44234,,,,,
90710,"$1 under $25,000",62196,,,,,
90710,"$25,000 under $50,000",101591,,,,,
90710,"$50,000 under $75,000",90900,,,,,
90710,"$75,000 under $100,000",83399,,,,,
90710,"$100,000 under $200,000",160285,,,,,
90710,"$200,000 or more",40245,,,,,
90712,"$1 under $25,000",58241,,,,,
90712,"$25,000 under $50,000",112771,,,,,
90712,"$50,000 under $75,000",150106,,,,,
90712,"$75,000 under $100,000",163791,,,,,
90712,"$100,000 under $200,000",325346,,,,,
90712,"$200,000 or more",87914,,,,,
90713,"$1 under $25,000",48443,,,,,
90713,"$25,000 under $50,000",94051,,,,,
90713,"$50,000 under $75,000",134445,,,,,
90713,"$75,000 under $100,000",157847,,,,,
90713,"$100,000 under $200,000",339064,,,,,
90713,"$200,000 or more",57294,,,,,
90715,"$1 under $25,000",46575,,,,,
90715,"$25,000 under $50,000",82331,,,,,
90715,"$50,000 under $75,000",86884,,,,,
90715,"$75,000 under $100,000",69678,,,,,
90715,"$100,000 under $200,000",91221,,,,,
90715,"$200,000 or more",12487,,,,,
90716,"$1 under $25,000",44663,,,,,
90716,"$25,000 under $50,000",62458,,,,,
90716,"$50,000 under $75,000",32531,,,,,
90716,"$75,000 under $100,000",11546,,,,,
90716,"$100,000 under $200,000",10332,,,,,
90716,"$200,000 or more",,,,,,
90717,"$1 under $25,000",48047,,,,,
90717,"$25,000 under $50,000",87816,,,,,
90717,"$50,000 under $75,000",95562,,,,,
90717,"$75,000 under $100,000",77883,,,,,
90717,"$100,000 under $200,000",160697,,,,,
90717,"$200,000 or more",50023,,,,,
90720,"$1 under $25,000",36052,,,,,
90720,"$25,000 under $50,000",70084,,,,,
90720,"$50,000 under $75,000",90868,,,,,
90720,"$75,000 under $100,000",86452,,,,,
90720,"$100,000 under $200,000",293886,,,,,
90720,"$200,000 or more",375294,,,,,
90723,"$1 under $25,000",158073,,,,,
90723,"$25,000 under $50,000",234448,,,,,
90723,"$50,000 under $75,000",146598,,,,,
90723,"$75,000 under $100,000",70662,,,,,
90723,"$100,000 under $200,000",57517,,,,,
90723,"$200,000 or more",26633,,,,,
90731,"$1 under $25,000",136345,,,,,
90731,"$25,000 under $50,000",217337,,,,,
90731,"$50,000 under $75,000",201623,,,,,
90731,"$75,000 under $100,000",173909,,,,,
90731,"$100,000 under $200,000",316113,,,,,
90731,"$200,000 or more",101205,,,,,
90732,"$1 under $25,000",31406,,,,,
90732,"$25,000 under $50,000",68515,,,,,
90732,"$50,000 under $75,000",105360,,,,,
90732,"$75,000 under $100,000",110448,,,,,
90732,"$100,000 under $200,000",290689,,,,,
90732,"$200,000 or more",143331,,,,,
90740,"$1 under $25,000",52798,,,,,
90740,"$25,000 under $50,000",96201,,,,,
90740,"$50,000 under $75,000",115458,,,,,
90740,"$75,000 under $100,000",107077,,,,,
90740,"$100,000 under $200,000",300486,,,,,
90740,"$200,000 or more",332685,,,,,
90744,"$1 under $25,000",157041,,,,,
90744,"$25,000 under $50,000",200387,,,,,
90744,"$50,000 under $75,000",121648,,,,,
90744,"$75,000 under $100,000",76948,,,,,
90744,"$100,000 under $200,000",99070,,,,,
90744,"$200,000 or more",11701,,,,,
90745,"$1 under $25,000",139809,,,,,
90745,"$25,000 under $50,000",257851,,,,,
90745,"$50,000 under $75,000",222060,,,,,
90745,"$75,000 under $100,000",184522,,,,,
90745,"$100,000 under $200,000",280849,,,,,
90745,"$200,000 or more",66098,,,,,
90746,"$1 under $25,000",62295,,,,,
90746,"$25,000 under $50,000",117249,,,,,
90746,"$50,000 under $75,000",133378,,,,,
90746,"$75,000 under $100,000",112429,,,,,
90746,"$100,000 under $200,000",195005,,,,,
90746,"$200,000 or more",43143,,,,,
90755,"$1 under $25,000",24910,,,,,
90755,"$25,000 under $50,000",48065,,,,,
90755,"$50,000 under $75,000",53365,,,,,
90755,"$75,000 under $100,000",44917,,,,,
90755,"$100,000 under $200,000",84254,,,,,
90755,"$200,000 or more",78898,,,,,
90802,"$1 under $25,000",110685,,,,,
90802,"$25,000 under $50,000",192453,,,,,
90802,"$50,000 under $75,000",161798,,,,,
90802,"$75,000 under $100,000",115273,,,,,
90802,"$100,000 under $200,000",161649,,,,,
90802,"$200,000 or more",123312,,,,,
90803,"$1 under $25,000",56507,,,,,
90803,"$25,000 under $50,000",135871,,,,,
90803,"$50,000 under $75,000",190302,,,,,
90803,"$75,000 under $100,000",173192,,,,,
90803,"$100,000 under $200,000",398722,,,,,
90803,"$200,000 or more",767926,,,,,
90804,"$1 under $25,000",111483,,,,,
90804,"$25,000 under $50,000",180258,,,,,
90804,"$50,000 under $75,000",125894,,,,,
90804,"$75,000 under $100,000",75604,,,,,
90804,"$100,000 under $200,000",86169,,,,,
90804,"$200,000 or more",34946,,,,,
90805,"$1 under $25,000",263517,,,,,
90805,"$25,000 under $50,000",386929,,,,,
90805,"$50,000 under $75,000",267295,,,,,
90805,"$75,000 under $100,000",159122,,,,,
90805,"$100,000 under $200,000",136006,,,,,
90805,"$200,000 or more",16851,,,,,
90806,"$1 under $25,000",125360,,,,,
90806,"$25,000 under $50,000",166177,,,,,
90806,"$50,000 under $75,000",106723,,,,,
90806,"$75,000 under $100,000",77235,,,,,
90806,"$100,000 under $200,000",100817,,,,,
90806,"$200,000 or more",28047,,,,,
90807,"$1 under $25,000",64757,,,,,
90807,"$25,000 under $50,000",141734,,,,,
90807,"$50,000 under $75,000",158027,,,,,
90807,"$75,000 under $100,000",145161,,,,,
90807,"$100,000 under $200,000",298641,,,,,
90807,"$200,000 or more",271506,,,,,
90808,"$1 under $25,000",61695,,,,,
90808,"$25,000 under $50,000",123822,,,,,
90808,"$50,000 under $75,000",177720,,,,,
90808,"$75,000 under $100,000",213473,,,,,
90808,"$100,000 under $200,000",575418,,,,,
90808,"$200,000 or more",219296,,,,,
90810,"$1 under $25,000",100391,,,,,
90810,"$25,000 under $50,000",166060,,,,,
90810,"$50,000 under $75,000",119598,,,,,
90810,"$75,000 under $100,000",76226,,,,,
90810,"$100,000 under $200,000",83531,,,,,
90810,"$200,000 or more",24377,,,,,
90813,"$1 under $25,000",181813,,,,,
90813,"$25,000 under $50,000",181893,,,,,
90813,"$50,000 under $75,000",68727,,,,,
90813,"$75,000 under $100,000",30472,,,,,
90813,"$100,000 under $200,000",23553,,,,,
90813,"$200,000 or more",17024,,,,,
90814,"$1 under $25,000",41573,,,,,
90814,"$25,000 under $50,000",93248,,,,,
90814,"$50,000 under $75,000",99184,,,,,
90814,"$75,000 under $100,000",80395,,,,,
90814,"$100,000 under $200,000",159047,,,,,
90814,"$200,000 or more",148984,,,,,
90815,"$1 under $25,000",62835,,,,,
90815,"$25,000 under $50,000",133311,,,,,
90815,"$50,000 under $75,000",187394,,,,,
90815,"$75,000 under $100,000",195121,,,,,
90815,"$100,000 under $200,000",485118,,,,,
90815,"$200,000 or more",290264,,,,,
91001,"$1 under $25,000",72824,,,,,
91001,"$25,000 under $50,000",125974,,,,,
91001,"$50,000 under $75,000",144317,,,,,
91001,"$75,000 under $100,000",132235,,,,,
91001,"$100,000 under $200,000",366152,,,,,
91001,"$200,000 or more",472767,,,,,
91006,"$1 under $25,000",56807,,,,,
91006,"$25,000 under $50,000",102022,,,,,
91006,"$50,000 under $75,000",112665,,,,,
91006,"$75,000 under $100,000",113482,,,,,
91006,"$100,000 under $200,000",338795,,,,,
91006,"$200,000 or more",635932,,,,,
91007,"$1 under $25,000",57657,,,,,
91007,"$25,000 under $50,000",104248,,,,,
91007,"$50,000 under $75,000",121991,,,,,
91007,"$75,000 under $100,000",109656,,,,,
91007,"$100,000 under $200,000",297271,,,,,
91007,"$200,000 or more",346955,,,,,
91008,"$1 under $25,000",1787,,,,,
91008,"$25,000 under $50,000",3119,,,,,
91008,"$50,000 under $75,000",3705,,,,,
91008,"$75,000 under $100,000",3127,,,,,
91008,"$100,000 under $200,000",15502,,,,,
91008,"$200,000 or more",86558,,,,,
91010,"$1 under $25,000",62503,,,,,
91010,"$25,000 under $50,000",107838,,,,,
91010,"$50,000 under $75,000",102708,,,,,
91010,"$75,000 under $100,000",83353,,,,,
91010,"$100,000 under $200,000",133157,,,,,
91010,"$200,000 or more",58717,,,,,
91011,"$1 under $25,000",22910,,,,,
91011,"$25,000 under $50,000",40287,,,,,
91011,"$50,000 under $75,000",47408,,,,,
91011,"$75,000 under $100,000",63004,,,,,
91011,"$100,000 under $200,000",269385,,,,,
91011,"$200,000 or more",1643308,,,,,
91016,"$1 under $25,000",84758,,,,,
91016,"$25,000 under $50,000",158253,,,,,
91016,"$50,000 under $75,000",165234,,,,,
91016,"$75,000 under $100,000",145606,,,,,
91016,"$100,000 under $200,000",317697,,,,,
91016,"$200,000 or more",231766,,,,,
91020,"$1 under $25,000",15280,,,,,
91020,"$25,000 under $50,000",31892,,,,,
91020,"$50,000 under $75,000",33409,,,,,
91020,"$75,000 under $100,000",30283,,,,,
91020,"$100,000 under $200,000",52231,,,,,
91020,"$200,000 or more",28107,,,,,
91024,"$1 under $25,000",17081,,,,,
91024,"$25,000 under $50,000",33832,,,,,
91024,"$50,000 under $75,000",46295,,,,,
91024,"$75,000 under $100,000",48596,,,,,
91024,"$100,000 under $200,000",144887,,,,,
91024,"$200,000 or more",250028,,,,,
91030,"$1 under $25,000",38521,,,,,
91030,"$25,000 under $50,000",82311,,,,,
91030,"$50,000 under $75,000",115533,,,,,
91030,"$75,000 under $100,000",111317,,,,,
91030,"$100,000 under $200,000",284262,,,,,
91030,"$200,000 or more",561476,,,,,
91040,"$1 under $25,000",41119,,,,,
91040,"$25,000 under $50,000",81580,,,,,
91040,"$50,000 under $75,000",89095,,,,,
91040,"$75,000 under $100,000",83595,,,,,
91040,"$100,000 under $200,000",166971,,,,,
91040,"$200,000 or more",117416,,,,,
91042,"$1 under $25,000",60028,,,,,
91042,"$25,000 under $50,000",109256,,,,,
91042,"$50,000 under $75,000",109118,,,,,
91042,"$75,000 under $100,000",88377,,,,,
91042,"$100,000 under $200,000",164308,,,,,
91042,"$200,000 or more",64279,,,,,
91101,"$1 under $25,000",41548,,,,,
91101,"$25,000 under $50,000",80941,,,,,
91101,"$50,000 under $75,000",97246,,,,,
91101,"$75,000 under $100,000",85074,,,,,
91101,"$100,000 under $200,000",167142,,,,,
91101,"$200,000 or more",232050,,,,,
91103,"$1 under $25,000",73438,,,,,
91103,"$25,000 under $50,000",91989,,,,,
91103,"$50,000 under $75,000",70821,,,,,
91103,"$75,000 under $100,000",56507,,,,,
91103,"$100,000 under $200,000",126716,,,,,
91103,"$200,000 or more",341735,,,,,
91104,"$1 under $25,000",79815,,,,,
91104,"$25,000 under $50,000",134194,,,,,
91104,"$50,000 under $75,000",125697,,,,,
91104,"$75,000 under $100,000",117366,,,,,
91104,"$100,000 under $200,000",291307,,,,,
91104,"$200,000 or more",215565,,,,,
91105,"$1 under $25,000",15241,,,,,
91105,"$25,000 under $50,000",34105,,,,,
91105,"$50,000 under $75,000",49034,,,,,
91105,"$75,000 under $100,000",53362,,,,,
91105,"$100,000 under $200,000",189955,,,,,
91105,"$200,000 or more",763473,,,,,
91106,"$1 under $25,000",47107,,,,,
91106,"$25,000 under $50,000",96095,,,,,
91106,"$50,000 under $75,000",105912,,,,,
91106,"$75,000 under $100,000",95588,,,,,
91106,"$100,000 under $200,000",201253,,,,,
91106,"$200,000 or more",731925,,,,,
91107,"$1 under $25,000",59039,,,,,
91107,"$25,000 under $50,000",118739,,,,,
91107,"$50,000 under $75,000",140918,,,,,
91107,"$75,000 under $100,000",132852,,,,,
91107,"$100,000 under $200,000",368274,,,,,
91107,"$200,000 or more",618327,,,,,
91108,"$1 under $25,000",16437,,,,,
91108,"$25,000 under $50,000",28010,,,,,
91108,"$50,000 under $75,000",33288,,,,,
91108,"$75,000 under $100,000",39148,,,,,
91108,"$100,000 under $200,000",170892,,,,,
91108,"$200,000 or more",1155548,,,,,
91201,"$1 under $25,000",56682,,,,,
91201,"$25,000 under $50,000",91380,,,,,
91201,"$50,000 under $75,000",76196,,,,,
91201,"$75,000 under $100,000",62900,,,,,
91201,"$100,000 under $200,000",116796,,,,,
91201,"$200,000 or more",83637,,,,,
91202,"$1 under $25,000",46998,,,,,
91202,"$25,000 under $50,000",84181,,,,,
91202,"$50,000 under $75,000",92014,,,,,
91202,"$75,000 under $100,000",82233,,,,,
91202,"$100,000 under $200,000",174259,,,,,
91202,"$200,000 or more",202422,,,,,
91203,"$1 under $25,000",37143,,,,,
91203,"$25,000 under $50,000",63035,,,,,
91203,"$50,000 under $75,000",54081,,,,,
91203,"$75,000 under $100,000",39981,,,,,
91203,"$100,000 under $200,000",51969,,,,,
91203,"$200,000 or more",111251,,,,,
91204,"$1 under $25,000",42983,,,,,
91204,"$25,000 under $50,000",68390,,,,,
91204,"$50,000 under $75,000",46618,,,,,
91204,"$75,000 under $100,000",30024,,,,,
91204,"$100,000 under $200,000",32968,,,,,
91204,"$200,000 or more",13612,,,,,
91205,"$1 under $25,000",101641,,,,,
91205,"$25,000 under $50,000",158372,,,,,
91205,"$50,000 under $75,000",102551,,,,,
91205,"$75,000 under $100,000",73302,,,,,
91205,"$100,000 under $200,000",94940,,,,,
91205,"$200,000 or more",43836,,,,,
91206,"$1 under $25,000",70495,,,,,
91206,"$25,000 under $50,000",128949,,,,,
91206,"$50,000 under $75,000",121995,,,,,
91206,"$75,000 under $100,000",107054,,,,,
