Zip Code,Size AGI,Returns,Joint Returns,AGI,Unemployment Returns,Unemployment Amount,Taxable Income Returns,Taxable Income Amount
94040,75K under 100K,1508,606,131399,139,1404,1504,96169
94040,100K under 200K,3033,1827,430738,297,2902,3028,321345
94040,200K or more,2109,1777,858337,178,1687,2108,693803
94041,1 under 25K,1804,249,23531,174,1797,834,5395
94041,25K under 50K,1336,314,48795,134,1653,1262,27391
94041,50K under 75K,915,237,56342,93,868,908,41160
94041,75K under 100K,704,233,61188,47,557,702,46901
94041,100K under 200K,1428,721,202157,107,898,1426,156487
94041,200K or more,839,589,429221,73,507,838,360478
94043,1 under 25K,3350,449,43307,346,3617,1692,10923
94043,25K under 50K,2820,683,103986,374,4532,2678,58350
94043,50K under 75K,2030,606,125114,207,2221,2001,86219
94043,75K under 100K,1567,611,136215,174,1627,1563,99818
94043,100K under 200K,3189,1665,445377,309,2696,3187,337224
94043,200K or more,1405,1047,605535,135,963,1405,496362
94044,1 under 25K,5007,496,61015,530,5084,2667,16987
94044,25K under 50K,3878,869,143735,600,6398,3661,80011
94044,50K under 75K,2926,1065,181334,391,3742,2886,117370
94044,75K under 100K,2196,1241,190735,283,2896,2187,126568
94044,100K under 200K,3938,3064,538559,530,4785,3934,370654
94044,200K or more,950,836,299733,74,622,949,230786
94060,1 under 25K,403,74,6252,0,0,155,818
94060,25K under 50K,184,78,6628,45,479,163,2987
94060,50K under 75K,92,64,5679,0,0,89,3482
94060,75K under 100K,41,0,3530,0,0,41,2382
94060,100K under 200K,64,42,8835,0,0,63,6055
94060,200K or more,29,25,14401,0,0,29,11504
94061,1 under 25K,5197,658,66168,414,4084,2341,14268
94061,25K under 50K,3749,944,136392,399,4169,3501,70554
94061,50K under 75K,2300,853,141160,254,2372,2239,90257
94061,75K under 100K,1556,807,134757,190,1945,1545,90948
94061,100K under 200K,2746,1959,381975,309,2869,2741,267592
94061,200K or more,1242,1062,479622,110,820,1240,381870
94062,1 under 25K,3084,307,34577,202,2103,1527,9139
94062,25K under 50K,1849,403,68128,206,2128,1670,36683
94062,50K under 75K,1418,495,87679,130,1316,1343,54476
94062,75K under 100K,1069,531,93090,109,1016,1044,61273
94062,100K under 200K,2458,1758,350871,256,2387,2430,235002
94062,200K or more,2703,2334,2694073,181,1514,2686,2133614
94063,1 under 25K,5446,886,75686,458,4149,2289,13295
94063,25K under 50K,3647,1265,129582,406,3928,3327,57937
94063,50K under 75K,1583,766,96053,179,1578,1555,58175
94063,75K under 100K,754,425,65235,99,923,754,44330
94063,100K under 200K,874,616,116242,124,1046,874,83867
94063,200K or more,218,153,74697,0,0,218,59801
94065,1 under 25K,941,124,10046,82,945,424,2610
94065,25K under 50K,718,154,26935,117,1485,650,14368
94065,50K under 75K,641,197,39815,81,879,625,25080
94065,75K under 100K,623,242,54512,64,687,611,36429
94065,100K under 200K,1644,1037,237015,205,2194,1639,168947
94065,200K or more,1155,946,713202,96,852,1153,500204
94066,1 under 25K,6530,847,83469,665,5784,3305,20466
94066,25K under 50K,5263,1303,194187,640,6576,4970,106355
94066,50K under 75K,3399,1320,209536,378,3319,3353,134859
94066,75K under 100K,2136,1236,184973,280,2567,2131,124477
94066,100K under 200K,3147,2421,429708,361,3057,3143,301932
94066,200K or more,679,598,247459,69,601,679,188076
94070,1 under 25K,3238,321,35992,232,2142,1607,9994
94070,25K under 50K,2134,421,79729,273,2999,1962,44788
94070,50K under 75K,1722,522,106269,173,1819,1674,69164
94070,75K under 100K,1411,657,122931,155,1643,1391,81653
94070,100K under 200K,3437,2469,494819,411,3943,3430,338369
94070,200K or more,2863,2541,1196486,269,2392,2858,935244
94074,1 under 25K,30,0,340,0,0,0,0
94074,25K under 50K,27,0,1016,0,0,41,599
94074,50K under 75K,53,41,6560,0,0,53,4643
94074,75K under 100K,0,0,0,0,0,0,0
94074,100K under 200K,0,0,0,0,0,0,0
94074,200K or more,0,0,0,0,0,0,0
94080,1 under 25K,10021,1329,128486,1000,9038,4919,30536
94080,25K under 50K,7834,2072,286911,975,9980,7344,151117
94080,50K under 75K,4960,2109,304404,628,5507,4888,190536
94080,75K under 100K,3046,1897,264023,398,3829,3029,173681
94080,100K under 200K,4501,3551,607667,554,5006,4493,417088
94080,200K or more,1015,857,331946,79,702,1014,259467
94085,1 under 25K,3000,453,41092,291,2776,1421,8983
94085,25K under 50K,2305,666,82644,311,3382,2150,40688
94085,50K under 75K,1422,527,87657,151,1553,1415,58147
94085,75K under 100K,1068,487,93307,113,1166,1066,68632
94085,100K under 200K,1940,1242,265097,210,1914,1939,206912
94085,200K or more,506,414,153423,44,314,506,128226
94086,1 under 25K,5963,971,76840,610,6025,2784,18276
94086,25K under 50K,4346,1163,158250,540,5873,4162,86315
94086,50K under 75K,3307,1254,205037,319,3077,3277,142306
94086,75K under 100K,2571,1273,223627,243,2388,2570,168063
94086,100K under 200K,4552,3031,633105,435,4178,4548,488214
94086,200K or more,1767,1438,597595,148,1214,1767,488678
94087,1 under 25K,5999,952,68852,471,4729,2784,16489
94087,25K under 50K,3635,1061,133719,449,5397,3435,72203
94087,50K under 75K,2781,1150,172589,285,3140,2721,114861
94087,75K under 100K,2234,1264,195428,215,2331,2224,137872
94087,100K under 200K,5669,4339,812335,570,6011,5661,590327
94087,200K or more,4137,3766,1471601,405,3639,4135,1171010
94089,1 under 25K,2877,385,37704,420,4232,1516,9966
94089,25K under 50K,2174,573,79785,358,3911,2083,43534
94089,50K under 75K,1459,600,89781,200,2057,1437,59359
94089,75K under 100K,1189,640,103168,142,1276,1185,74549
94089,100K under 200K,1815,1225,247067,200,1844,1815,187541
94089,200K or more,477,405,146495,43,302,477,117673
94102,1 under 25K,5695,705,74668,658,5604,2901,19879
94102,25K under 50K,3922,669,141309,473,4391,3782,86006
94102,50K under 75K,1768,323,107818,142,992,1765,81229
94102,75K under 100K,850,133,73242,68,415,847,57278
94102,100K under 200K,1015,224,135467,73,619,1012,106697
94102,200K or more,317,136,149616,0,0,317,125396
94103,1 under 25K,4745,528,62090,580,5083,2470,17431
94103,25K under 50K,3384,558,122145,430,3992,3278,74455
94103,50K under 75K,1655,283,101145,151,1182,1647,74317
94103,75K under 100K,988,166,85351,84,639,983,64998
94103,100K under 200K,1534,384,210861,95,649,1530,160913
94103,200K or more,548,228,315049,41,318,547,247650
94104,1 under 25K,333,34,4094,47,432,184,1256
94104,25K under 50K,256,34,9427,46,553,238,5698
94104,50K under 75K,169,48,10554,0,0,159,7233
94104,75K under 100K,81,0,7051,0,0,78,4960
94104,100K under 200K,217,71,31327,21,193,210,23461
94104,200K or more,308,148,314574,0,0,301,226239
94105,1 under 25K,608,53,7493,66,776,303,2312
94105,25K under 50K,575,50,21737,85,919,549,13790
94105,50K under 75K,586,59,36413,47,467,574,26006
94105,75K under 100K,526,74,45847,44,370,523,34345
94105,100K under 200K,1176,286,166243,72,627,1168,125449
94105,200K or more,1080,525,845029,58,581,1076,697235
94107,1 under 25K,3089,242,39066,385,3774,1579,11032
94107,25K under 50K,2455,281,90705,311,3528,2359,56606
94107,50K under 75K,2159,314,133809,209,1758,2124,95480
94107,75K under 100K,1715,312,149436,148,1349,1706,112495
94107,100K under 200K,3573,1084,504042,265,2335,3564,387193
94107,200K or more,2075,1163,920875,138,1081,2071,755775
94108,1 under 25K,2644,754,34136,434,3251,1182,7930
94108,25K under 50K,1642,397,60079,286,2554,1609,37500
94108,50K under 75K,889,152,54482,76,567,882,41750
94108,75K under 100K,459,98,39740,32,215,452,31158
94108,100K under 200K,553,179,76008,38,245,543,58494
94108,200K or more,362,209,617394,0,0,354,479089
94109,1 under 25K,8908,1104,117935,1054,9873,4860,35060
94109,25K under 50K,7599,1028,279971,938,9598,7416,180357
94109,50K under 75K,5030,578,308238,413,3293,4985,238307
94109,75K under 100K,3061,514,264985,204,1670,3039,210496
94109,100K under 200K,4236,1128,574684,291,2626,4214,456424
94109,200K or more,2146,1084,1130818,136,1273,2134,911119
94110,1 under 25K,12905,1427,172425,1408,11963,6871,47152
94110,25K under 50K,9965,1658,362156,1274,11939,9617,217459
94110,50K under 75K,5278,1122,323129,553,4443,5243,232076
94110,75K under 100K,3128,841,270885,288,2341,3116,203379
94110,100K under 200K,4809,1953,664981,461,3471,4801,502191
94110,200K or more,1928,1151,767338,169,1323,1926,627476
94111,1 under 25K,578,99,6982,67,635,282,1792
94111,25K under 50K,396,73,14432,55,564,373,8448
94111,50K under 75K,298,46,18547,37,248,288,13079
94111,75K under 100K,256,45,22292,0,0,250,16189
94111,100K under 200K,548,165,77250,27,263,542,59088
94111,200K or more,590,336,1314622,23,213,584,972312
94112,1 under 25K,15688,3309,204293,2194,17891,7321,45736
94112,25K under 50K,10749,3387,389007,1752,16234,10170,204340
94112,50K under 75K,5239,2354,320680,769,6618,5189,200518
94112,75K under 100K,2690,1625,231615,391,3259,2684,155581
94112,100K under 200K,3213,2299,427407,367,3310,3208,298759
94112,200K or more,598,467,191676,64,465,597,149879
94114,1 under 25K,4223,167,52989,503,5765,2413,17915
94114,25K under 50K,4023,250,150586,564,6351,3856,98461
94114,50K under 75K,3414,269,210736,313,2717,3366,157622
94114,75K under 100K,2421,323,210880,190,1685,2409,161893
94114,100K under 200K,4222,1155,583887,287,2386,4210,445274
94114,200K or more,2628,1391,1443811,167,1304,2624,1172756
94115,1 under 25K,4781,348,60396,578,5577,2616,18750
94115,25K under 50K,4011,363,148964,515,4911,3891,96632
94115,50K under 75K,2755,323,169260,235,1971,2720,127523
94115,75K under 100K,1774,343,154037,119,1171,1750,118992
94115,100K under 200K,2779,889,383495,222,1726,2761,298256
94115,200K or more,1978,1259,2105902,136,979,1957,1695225
94116,1 under 25K,7364,1361,87417,812,7219,3519,21910
94116,25K under 50K,4788,1383,175830,674,6474,4549,99780
94116,50K under 75K,3210,1248,197395,376,3682,3154,131803
94116,75K under 100K,2094,1157,181582,250,2588,2077,124133
94116,100K under 200K,3306,2355,455843,377,3454,3300,327628
94116,200K or more,1327,1125,561705,118,1038,1326,446907
94117,1 under 25K,5804,237,75970,647,6495,3570,27057
94117,25K under 50K,5219,326,193148,617,6074,5107,131848
94117,50K under 75K,3680,399,226037,286,2208,3636,174055
94117,75K under 100K,2234,428,193195,166,1404,2218,151298
94117,100K under 200K,3498,1222,481098,250,2025,3490,372379
94117,200K or more,1918,1255,971499,140,937,1914,785073
94118,1 under 25K,5934,758,71656,626,5879,3168,21565
94118,25K under 50K,4343,729,160424,564,5735,4210,102355
94118,50K under 75K,3000,699,184047,271,2396,2953,135528
94118,75K under 100K,1823,594,157740,161,1421,1810,120356
94118,100K under 200K,2842,1535,393326,249,2276,2828,296683
94118,200K or more,2089,1620,1787678,158,1259,2077,1420567
94121,1 under 25K,6958,1137,86459,732,6861,3593,23643
94121,25K under 50K,4942,1169,182014,680,7103,4765,110368
94121,50K under 75K,3353,1036,205302,337,3207,3324,146655
94121,75K under 100K,2013,967,174236,192,1705,2006,128230
94121,100K under 200K,2816,1848,385501,305,2903,2811,286784
94121,200K or more,1344,1114,793991,94,762,1340,630365
94122,1 under 25K,9751,1454,119915,1052,9029,5073,34332
94122,25K under 50K,7040,1617,258699,985,10085,6817,157623
94122,50K under 75K,4604,1476,282522,496,4277,4562,197638
94122,75K under 100K,2816,1316,243493,270,2309,2797,176622
94122,100K under 200K,4163,2737,567362,445,3991,4159,423044
94122,200K or more,1392,1148,499900,114,1021,1392,396035
94123,1 under 25K,2281,139,28372,227,2708,1342,9831
94123,25K under 50K,2366,157,90086,332,4026,2288,61283
94123,50K under 75K,2493,179,154614,176,1388,2443,120115
94123,75K under 100K,1932,241,167497,119,965,1917,134215
94123,100K under 200K,3152,817,436544,194,1694,3136,347439
94123,200K or more,2424,1421,2022317,133,1219,2411,1654833
94124,1 under 25K,7240,1143,94236,1111,8179,3239,19613
94124,25K under 50K,4515,1224,161334,724,6671,4280,81799
94124,50K under 75K,1946,728,117573,265,2131,1925,72377
94124,75K under 100K,831,437,71661,101,886,828,46519
94124,100K under 200K,713,452,91375,107,954,712,63483
94124,200K or more,92,65,30079,0,0,92,22214
94127,1 under 25K,2389,268,26857,201,2019,1206,7343
94127,25K under 50K,1549,307,57107,174,1781,1446,33094
94127,50K under 75K,1156,322,72102,106,1011,1111,46721
94127,75K under 100K,941,395,81856,63,608,930,54979
94127,100K under 200K,2188,1436,315370,208,1985,2176,217252
94127,200K or more,1763,1480,774310,135,1213,1760,605285
94129,1 under 25K,412,24,5250,46,539,270,1989
94129,25K under 50K,377,26,13938,50,503,371,9602
94129,50K under 75K,266,43,16252,43,330,264,12534
94129,75K under 100K,159,46,13691,0,0,159,10864
94129,100K under 200K,272,128,36895,31,227,272,30098
94129,200K or more,225,174,332675,0,0,225,278020
94130,1 under 25K,481,36,5422,61,435,198,1349
94130,25K under 50K,282,35,9966,47,474,279,6003
94130,50K under 75K,79,22,4763,0,0,79,3704
94130,75K under 100K,28,0,2420,0,0,28,1914
94130,100K under 200K,43,29,6384,0,0,43,5380
94130,200K or more,0,0,0,0,0,0,0
94131,1 under 25K,3351,247,40987,357,3592,1780,12296
94131,25K under 50K,2929,379,108789,374,4453,2818,67338
94131,50K under 75K,2445,449,150983,255,2170,2406,107224
94131,75K under 100K,1806,479,157333,135,1237,1792,115334
94131,100K under 200K,3174,1443,439612,309,2460,3169,326250
94131,200K or more,1928,1361,837483,164,1285,1927,671940
94132,1 under 25K,4316,576,51251,498,4601,2088,13541
94132,25K under 50K,2711,636,99767,387,4036,2592,57572
94132,50K under 75K,1732,583,106849,167,1335,1710,71923
94132,75K under 100K,1125,542,97243,126,1125,1120,67730
94132,100K under 200K,1636,1076,223230,172,1747,1631,160359
94132,200K or more,526,439,184328,40,320,525,142767
94133,1 under 25K,4942,1259,62499,807,5933,2250,14639
94133,25K under 50K,3047,780,111593,545,4940,2966,67711
94133,50K under 75K,1925,361,118281,193,1411,1909,89896
94133,75K under 100K,1136,243,97571,76,644,1131,77450
94133,100K under 200K,1668,601,229776,107,921,1654,180327
94133,200K or more,935,515,779777,55,467,929,587210
94134,1 under 25K,8164,1824,104568,1244,9640,3539,21607
94134,25K under 50K,5387,1910,195192,968,8866,5083,98680
94134,50K under 75K,2729,1278,167156,427,3715,2703,104349
94134,75K under 100K,1335,824,115024,200,1828,1334,75890
94134,100K under 200K,1418,1032,187741,176,1399,1418,131106
94134,200K or more,192,156,59072,0,0,191,45040
94158,1 under 25K,384,47,4657,41,291,212,1535
94158,25K under 50K,455,73,16949,47,413,449,11091
94158,50K under 75K,311,77,19105,38,287,307,13836
94158,75K under 100K,243,41,21125,0,0,243,16185
94158,100K under 200K,566,161,79370,34,188,564,61456
94158,200K or more,339,191,120475,27,231,339,97591
94301,1 under 25K,1714,106,16892,78,878,860,5177
94301,25K under 50K,1085,164,39794,82,906,994,23556
94301,50K under 75K,877,171,54742,64,734,847,37427
94301,75K under 100K,713,241,61960,43,446,693,44285
94301,100K under 200K,1626,880,233976,93,963,1597,166392
94301,200K or more,2336,1834,2653694,119,1155,2313,2075505
94303,1 under 25K,6956,901,90234,601,5224,2917,16465
94303,25K under 50K,4642,1331,165643,447,4429,4244,74566
94303,50K under 75K,2008,873,122893,196,2033,1968,73339
94303,75K under 100K,1181,658,102271,121,1260,1162,66503
94303,100K under 200K,2307,1653,331351,223,2349,2299,233698
94303,200K or more,2254,2014,2080750,166,1508,2249,1617580
94304,1 under 25K,237,32,2519,0,0,113,840
94304,25K under 50K,229,32,8651,28,272,221,5323
94304,50K under 75K,300,71,18580,0,0,291,12594
94304,75K under 100K,201,74,17606,0,0,198,12771
94304,100K under 200K,446,217,62836,20,140,443,48749
94304,200K or more,378,265,821484,0,0,377,583481
94305,1 under 25K,1121,32,12064,0,0,721,5733
94305,25K under 50K,1005,75,34594,48,405,997,24869
94305,50K under 75K,204,62,12576,0,0,199,9027
94305,75K under 100K,138,54,12055,0,0,136,9119
94305,100K under 200K,346,197,50506,21,238,345,39006
94305,200K or more,631,523,551488,0,0,630,470302
94306,1 under 25K,3041,332,32796,197,1919,1439,9082
94306,25K under 50K,1977,414,73120,189,2434,1863,42061
94306,50K under 75K,1439,456,89073,109,1069,1393,58917
94306,75K under 100K,1113,466,97031,87,966,1090,68416
94306,100K under 200K,2638,1686,377639,213,2132,2625,275067
94306,200K or more,2591,2230,1503039,194,1662,2585,1205703
94401,1 under 25K,5559,832,73865,508,5028,2569,15894
94401,25K under 50K,3974,1014,143747,455,4783,3712,73119
94401,50K under 75K,2296,799,140852,249,2447,2255,90577
94401,75K under 100K,1519,685,131903,169,1495,1511,91218
94401,100K under 200K,1960,1193,266513,209,1741,1957,193981
94401,200K or more,558,420,227517,51,560,557,180939
94402,1 under 25K,2940,385,33917,220,2263,1382,8525
94402,25K under 50K,2006,502,74094,249,2798,1845,40674
94402,50K under 75K,1536,547,95826,162,1487,1470,61474
94402,75K under 100K,1157,563,100361,105,1136,1131,68114
94402,100K under 200K,2463,1701,348329,250,2498,2448,242771
94402,200K or more,2222,1911,1176090,153,1275,2219,937259
94403,1 under 25K,5478,690,67741,464,4639,2735,17601
94403,25K under 50K,3945,959,145154,459,5009,3692,79329
94403,50K under 75K,2943,1022,181789,304,3039,2894,119595
94403,75K under 100K,2038,1037,177373,220,2188,2026,121756
94403,100K under 200K,3757,2705,523895,448,4191,3750,370067
94403,200K or more,1627,1445,1141393,151,1312,1625,928964
94404,1 under 25K,3346,444,38140,283,3255,1633,10450
94404,25K under 50K,2427,579,90652,343,4035,2245,50117
94404,50K under 75K,2224,744,138957,225,2477,2180,91680
94404,75K under 100K,2070,989,180295,199,1970,2056,125433
94404,100K under 200K,4231,2965,593896,451,4254,4228,433060
94404,200K or more,2127,1854,768069,220,1875,2126,605831
94501,1 under 25K,9128,1378,115781,1165,10631,4503,29475
94501,25K under 50K,7193,1635,265309,1034,10157,6892,153229
94501,50K under 75K,5089,1673,312297,600,5864,5033,213442
94501,75K under 100K,2966,1418,256634,357,3346,2955,180681
94501,100K under 200K,4280,3031,585234,504,4517,4277,418902
94501,200K or more,1252,1072,449677,96,844,1251,353393
94502,1 under 25K,1499,193,16037,105,1017,678,4118
94502,25K under 50K,949,253,35306,108,1310,861,18221
94502,50K under 75K,823,307,51329,91,859,803,31433
94502,75K under 100K,753,420,65668,82,917,742,42414
94502,100K under 200K,1699,1302,240121,204,1980,1698,167431
94502,200K or more,794,708,277738,75,798,793,215832
94503,1 under 25K,2627,404,32586,334,2656,1236,7287
94503,25K under 50K,1937,638,70951,290,2808,1789,33991
94503,50K under 75K,1298,699,80398,219,2005,1287,46139
94503,75K under 100K,861,587,74886,133,1182,860,46024
94503,100K under 200K,1417,1224,191696,195,1707,1416,125390
94503,200K or more,220,199,54415,27,261,220,38825
94505,1 under 25K,1332,183,15261,170,1679,580,3164
94505,25K under 50K,947,305,35251,198,2497,837,15877
94505,50K under 75K,830,416,51648,154,1525,808,28785
